Blog	two	than	our	other	many	would	today	don	last	back	way	day	world	work	also	see	post	them	any	while	because	video	only	good	know	want	best	well	need	three	use	could	too	long	read	those	should	made	down	google	week	then	something	these	may	show	right	going	said	off	take	since	every	much	being	still	using	before	through	help	look	game	say	why	live	think	where	big	days	might	around	says	really	both	news	she	between	her	top	full	another	very	doesn	few	thing	things	does	better	did	story	keep	great	find	next	case	life	real	same	got	found	part	own	old	free	internet	home	without	app	always	number	high	used	end	open	man	getting	web	users	sure	data	let	change	during	different	already	city	page	ever	come	called	didn	enough	available	play	set	media	put	site	based	against	little	ago	finally	blog	working	company	including	times	future	hard	report	online	him	music	technology	away	almost	yet	team	information	com	isn	though	such	power	social	less	twitter	left	small	past	makes	start	across	again	version	million	shows	months	add	second	easy	five	business	actually	making	bit	photos	night	month	interesting	each	recent	space	nbsp	search	several	lot	done	single	once	doing	early	probably	state	phone	view	problem	coming	however	love	line	comes	won	never	give	everyone	create	design	gets	series	project	support	system	fact	means	car	family	latest	talk	money	public	taking	under	watch	told	youtube	went	must	far	book	experience	sometimes	america	point	list	call	link	email	security	buy	four	photo	step	within	website	simple	place	check	feel	instead	quite	via	mobile	facebook	control	build	itself	thought	hit	service	thanks	american	tuesday	source	released	comments	trying	user	run	black	idea	looking	seen	everything	seems	until	side	major	content	house	season	windows	become	product	images	rather	microsoft	name	image	science	bad	together	click	digital	reading	according	videos	center	took	someone	try	soon	ready	started	friends	features	important	least	games	given	able	group	share	ios	art	wednesday	process	likely	save	services	store	kind	earlier	obama	half	pretty	download	written	companies	behind	head	program	woman	example	continue	having	created	war	care	price	taken	believe	simply	release	network	morning	running	often	women	york	november	couple	stuff	apparently	update	links	special	party	needs	access	holiday	local	press	president	current	whole	community	stop	national	health	apps	feature	came	country	inside	screen	death	launched	takes	either	iphone	six	offer	along	note	weeks	favorite	complete	thinking	exactly	please	others	looks	writing	george	white	percent	lead	wants	worth	john	hand	close	amp	third	deal	among	later	school	goes	short	job	possible	states	results	street	official	near	software	designed	question	starting	red	recently	issues	devices	drive	large	android	government	interview	low	washington	anyone	shot	outside	nothing	class	whether	below	player	course	tools	word	law	dead	event	front	computer	text	longer	apple	words	saying	bottom	learn	test	drop	similar	lost	else	numbers	platform	nice	include	wasn	happy	developers	original	david	article	products	tell	maybe	understand	works	talking	color	face	announced	items	standard	terms	browser	launch	potential	general	fans	account
Crooks and Liars	2	3	8	4	1	11	3	6	4	0	4	1	0	2	6	3	3	8	3	3	14	0	3	2	5	4	0	3	2	1	3	5	1	3	2	7	6	1	4	0	2	2	2	3	3	0	4	2	10	4	4	0	2	2	1	2	1	4	1	4	2	4	3	2	1	4	2	0	3	4	2	8	3	2	2	17	0	24	0	1	3	1	3	3	1	0	4	1	4	2	6	0	1	3	1	3	2	1	2	2	5	1	5	1	0	0	0	0	0	1	2	2	2	1	1	2	0	1	2	0	1	6	1	1	1	2	0	0	3	5	5	1	0	1	1	5	0	0	0	4	1	2	0	0	1	1	2	0	0	2	4	0	6	0	0	5	0	0	0	0	0	2	1	2	1	8	1	0	2	0	2	0	1	0	1	1	0	0	2	0	2	0	1	0	2	1	1	2	0	1	0	1	2	0	0	0	0	1	0	0	3	4	1	0	3	0	4	0	3	1	0	1	1	3	0	1	0	1	0	0	0	0	0	2	1	0	0	2	1	0	1	0	3	4	1	3	0	2	0	0	0	0	0	2	5	0	2	0	0	6	2	0	1	1	2	0	2	3	3	0	0	0	1	0	6	0	0	0	2	2	2	0	1	5	0	2	0	2	0	0	0	1	0	1	1	1	1	1	1	2	2	0	0	2	0	0	0	0	0	1	0	1	0	4	0	1	1	0	1	2	0	2	0	2	0	1	0	1	2	0	0	1	0	0	0	0	0	1	0	2	1	0	1	1	17	1	3	0	0	2	2	1	0	4	0	1	2	0	0	4	0	1	1	2	0	1	0	2	1	8	0	0	1	0	0	1	0	0	2	0	0	0	3	1	8	0	0	5	1	3	6	0	0	1	3	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	1	2	1	0	2	1	0	1	0	1	5	0	1	0	2	1	0	1	1	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	4	0	0	0	1	0	2	2	6	0	0	0	0	0	1	6	2	3	2	0	0	0	0	1	3	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	4	0	0	1	0	6	0	0	0	0	0	0	0	1	0	0
TMZ.com	0	2	0	4	0	0	1	0	4	4	0	0	2	2	0	0	0	1	0	1	3	3	0	1	0	0	0	0	1	0	1	0	0	0	1	0	1	0	1	0	1	1	0	0	1	2	0	0	0	5	0	1	0	1	1	1	0	0	1	0	0	0	0	0	1	0	1	2	3	0	0	3	0	2	0	7	0	9	0	1	0	0	1	0	0	0	0	1	1	3	1	0	0	0	7	0	2	1	4	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	2	0	2	0	1	0	1	0	2	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	2	0	0	0	0	0	0	1	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	4	0	2	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	1	1	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Technology	1	1	0	0	2	0	1	0	2	1	1	1	4	1	0	1	0	2	1	2	0	3	1	1	0	1	1	1	1	1	1	3	1	2	0	0	0	1	0	4	1	0	1	1	2	0	1	0	0	3	0	2	1	1	0	1	1	2	1	1	0	0	0	0	0	0	1	0	1	1	0	1	1	1	7	1	0	2	0	1	0	0	1	0	2	0	4	0	0	0	0	0	2	2	0	1	2	0	0	2	0	0	1	3	3	1	0	14	0	0	0	2	0	0	0	0	1	4	0	0	0	0	0	0	0	0	1	0	1	2	0	2	4	1	0	0	1	0	1	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	2	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	2	0	0	0	2	1	0	0	0	0	2	0	0	0	0	1	5	100	1	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	1	0	0	3	0	0	0	0	0	3	0	1	0	0	0	3	0	0	0	0	0	1	0	0	1	2	0	0	0	0	0	0	0	1	2	3	0	0	1	0	0	0	0	1	0	0	1	0	1	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	2	2	1	0	0	0	0	0	0	0	0	0	0	2	0	0	5	0	2	0	0	0	0	1	2	0	1	0	0	1	1	0	0	0	0	0	1	0	0	2	3	2	2	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	2	0	1	0	0	0	1	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	0	4	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	3	2	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	1	0	0	1	0
Blogs: Baseball	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
Schneier on Security	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Search Engine Roundtable	0	0	2	1	0	0	3	2	1	0	2	0	0	1	0	0	0	0	0	0	1	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	26	0	1	1	0	0	0	0	0	0	0	1	1	0	0	2	0	0	0	1	2	2	0	0	2	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	2	0	0	1	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	11	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
Copyblogger	3	0	1	1	0	0	0	1	0	1	4	4	1	5	1	0	0	0	0	0	0	0	2	7	1	2	1	0	4	0	2	0	1	1	0	0	0	1	1	0	0	1	0	0	2	0	9	0	0	0	0	2	0	1	1	4	0	0	0	1	1	0	0	3	0	0	1	5	1	3	0	0	0	0	0	0	0	0	1	0	1	0	0	1	2	1	1	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	1	0	1	5	2	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	3	0	0	1	0	0	0	0	0	0	1	0	0	0	1	5	4	0	1	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	1	3	1	0	0	0	1	0	0	0	12	0	0	0	3	1	0	0	0	0	0	4	0	0	0	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
John Battelle's Search Blog	1	7	5	2	0	0	1	1	3	2	2	0	6	1	0	4	21	0	1	0	3	3	1	2	0	3	2	0	3	0	1	0	0	0	0	0	0	3	0	4	4	1	0	0	2	0	0	0	1	1	3	0	2	0	0	0	0	1	1	0	1	0	1	6	1	2	3	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	3	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	3	3	0	0	0	2	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	1	3	6	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	2	0	0	0	0	21	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	3	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Engadget RSS Feed	6	4	3	7	4	4	11	4	3	4	6	2	2	3	15	4	2	0	4	9	0	4	6	4	1	4	2	9	5	2	4	4	1	3	3	4	5	1	6	32	3	2	3	4	3	2	6	0	1	3	5	4	1	9	0	7	2	8	11	0	6	2	4	1	3	1	1	3	4	2	7	2	2	5	2	0	0	0	1	1	1	2	3	5	2	3	3	0	1	1	2	1	1	2	0	5	4	4	2	2	1	5	0	6	6	7	7	33	2	3	2	1	4	1	1	1	3	5	1	4	1	2	2	0	3	0	1	0	3	1	0	1	11	6	1	3	0	0	2	0	1	0	2	2	1	11	5	3	9	1	0	1	0	4	2	3	0	3	1	1	2	1	7	5	1	2	1	5	4	0	0	1	2	3	1	4	0	0	0	2	1	2	0	0	1	1	3	1	0	4	3	1	1	3	0	2	3	4	0	0	4	0	4	3	1	16	3	0	4	6	0	3	3	4	0	2	0	1	2	1	0	0	9	3	3	5	9	0	4	0	3	0	3	24	1	2	8	0	0	0	2	2	0	1	0	1	1	4	1	3	1	1	2	2	3	0	2	1	3	1	1	2	8	22	2	1	0	0	0	2	7	0	1	0	24	1	25	0	0	0	0	0	1	4	0	1	0	1	1	1	1	0	14	0	5	2	1	10	3	6	0	0	0	0	2	3	1	4	1	0	0	0	4	0	0	0	11	1	1	1	3	7	0	2	7	0	0	4	4	2	3	13	0	3	0	0	4	2	0	0	1	3	0	0	0	1	0	0	0	0	2	0	0	0	1	0	1	0	1	0	1	1	0	0	1	8	3	0	0	1	4	1	1	0	0	1	0	0	0	0	1	8	3	0	0	0	3	0	2	1	0	2	0	2	2	0	0	1	3	0	2	0	0	2	0	0	0	1	0	0	3	0	2	1	4	0	1	1	2	0	0	0	0	4	0	1	0	3	2	6	3	0	1	0	0	0	2	2	1	11	0	0	0	0	1	3	0	0	0	1	5	4	0	0	2	0	0	0	2	0	3	2	7	0	2	0	1	2	1	0	0	0	0	2	0	2	0	0	2	1	1	0	1	0	0	0	2	1	0	1	5	0	2	0	2	5	3	1	5	0
Sify.com	2	1	2	0	0	0	1	0	1	0	3	1	1	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	1	0	0	0	0	0	1	0	0	0	0	17	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	7	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
Techdirt.	11	41	15	43	13	61	3	14	8	9	24	11	10	6	33	19	2	23	25	26	27	12	33	11	4	7	11	21	6	5	12	12	6	12	6	24	25	23	16	26	7	15	10	39	19	4	21	13	18	11	8	11	9	22	28	19	6	10	15	7	7	4	11	18	3	6	7	5	4	6	14	6	16	17	14	4	12	4	2	11	16	21	19	10	12	18	27	4	8	30	9	6	14	3	8	5	12	13	5	8	5	7	2	9	28	5	13	0	4	8	2	13	16	8	4	3	3	4	6	65	7	8	8	3	9	0	5	2	4	8	7	6	6	4	8	2	5	3	5	20	19	1	3	1	3	0	9	4	4	9	5	5	18	1	1	7	6	7	8	23	1	22	5	12	2	0	3	6	0	5	6	6	3	2	10	4	3	5	2	0	10	1	5	1	14	13	5	0	1	3	4	17	8	1	100	13	3	5	6	3	6	9	5	6	4	17	3	13	0	7	1	6	5	3	8	5	9	2	0	2	1	3	4	7	25	7	1	1	3	5	0	29	4	31	3	6	7	1	1	3	6	2	2	3	17	2	13	5	31	11	0	3	0	3	7	5	2	8	2	2	6	12	5	1	0	0	2	8	4	1	5	5	3	1	3	5	25	3	1	3	3	7	7	7	9	6	6	2	10	12	4	0	0	2	3	5	18	3	8	0	2	10	2	1	3	4	6	6	3	9	3	3	3	1	0	2	0	13	8	12	14	8	4	7	0	0	1	4	11	0	3	3	4	2	1	5	10	0	4	13	3	9	34	0	4	3	7	2	1	5	2	4	8	5	1	1	0	6	2	1	1	1	2	2	7	1	2	2	14	2	24	0	4	1	1	6	2	5	3	11	1	0	1	0	6	0	5	1	0	2	6	0	0	3	4	3	0	0	3	2	4	3	8	3	1	0	1	1	3	3	3	2	2	4	2	0	10	2	5	0	4	1	7	3	6	7	2	3	2	0	4	4	1	3	2	5	4	3	4	0	59	1	4	0	13	2	8	9	1	13	1	0	9	1	1	47	0	0	0	0	11	2	4	4	2	0	0	3	2	7	0	4	2	2	2	2	7	2	0	3	8	2	1	4	1	4	0	8	0	11	0	1	3	12	0	0	5	7	1	2
Joi Ito's Web	0	1	4	1	0	0	0	1	0	1	0	2	0	3	0	0	2	0	0	0	0	0	0	1	0	0	0	2	2	0	0	0	0	0	3	0	0	1	0	0	2	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	1	0	0	0	5	0	0	0	1	1	0	1	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	1	0	1	0	2	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	2	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	3	0	1	2	0	0	0	1	0	1	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
